_id,question_id,question_title,answers[0].text,answers[1].text,answers[2].text,answers[3].text,answers[0].is_correct,answers[1].is_correct,answers[2].is_correct,answers[3].is_correct,region,topic[0],topic[1],topic[2],difficulty
666388809d00580d4ad50c39,22,When did the Battle of Plassey take place?,1757,1764,1857,1775,true,false,false,false,India,History,FreedomMovement,,Easy
666388809d00580d4ad50c3a,23,Which Indian freedom fighter is known as the 'Iron Man of India'?,Sardar Vallabhbhai Patel,Bhagat Singh,Subhas Chandra Bose,Jawaharlal Nehru,true,false,false,false,India,History,FreedomMovement,,Easy
666388809d00580d4ad50c3b,24,Who was the Mughal emperor during the First Battle of Panipat?,Babur,Akbar,Aurangzeb,Shah Jahan,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c3c,25,What is the ancient name of Patna?,Pataliputra,Prayag,Vaishali,Hastinapur,true,false,false,false,India,History,,,Easy
666388809d00580d4ad50c3d,26,Which Indian king fought against Alexander the Great?,King Porus,Ashoka,Chandragupta Maurya,Raja Raja Chola,true,false,false,false,India,History,,,Easy
666388809d00580d4ad50c3e,27,Who was the last Viceroy of British India?,Lord Mountbatten,Lord Wavell,Lord Linlithgow,Lord Irwin,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c3f,28,Who established the All India Muslim League?,Nawab Khwaja Salimullah,Sir Syed Ahmed Khan,Maulana Abul Kalam Azad,Muhammad Ali Jinnah,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c40,29,Who led the Dandi March?,Mahatma Gandhi,Sardar Patel,Jawaharlal Nehru,Subhas Chandra Bose,true,false,false,false,India,History,,,Easy
666388809d00580d4ad50c41,30,Which Indian ruler is known for his rock-cut caves and pillars?,Ashoka,Harsha,Kanishka,Samudragupta,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c42,31,Who was the founder of the Sikh Empire?,Maharaja Ranjit Singh,Guru Gobind Singh,Guru Nanak,Guru Arjan Dev,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c43,32,When was the Quit India Movement launched?,1942,1930,1947,1919,true,false,false,false,India,History,,,Easy
666388809d00580d4ad50c44,33,Who was the first Indian woman to become the President of the Indian National Congress?,Annie Besant,Sarojini Naidu,Indira Gandhi,Sucheta Kriplani,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c45,34,What is the original name of Swami Vivekananda?,Narendra Nath Datta,Subhas Chandra Bose,Bhimrao Ambedkar,Mohandas Karamchand Gandhi,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c46,35,Who was the first Indian to win a Nobel Prize?,Rabindranath Tagore,C.V. Raman,Amartya Sen,Mother Teresa,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c47,36,When did India adopt its Constitution?,26 January 1950,15 August 1947,1 January 1950,26 January 1949,true,false,false,false,India,History,,,Easy
666388809d00580d4ad50c48,37,Who is known as the 'Father of Indian Renaissance'?,Raja Ram Mohan Roy,Bal Gangadhar Tilak,Dadabhai Naoroji,Rabindranath Tagore,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c49,38,Who was the first Indian Governor-General of independent India?,C. Rajagopalachari,Dr. Rajendra Prasad,Jawaharlal Nehru,Sardar Patel,true,false,false,false,India,History,,,Hard
666388809d00580d4ad50c4a,39,Who founded the Indian National Army (INA)?,Subhas Chandra Bose,Mahatma Gandhi,Bhagat Singh,Jawaharlal Nehru,true,false,false,false,India,History,,,Medium
666388809d00580d4ad50c4b,40,Who is known as the 'Shahenshah' of Bollywood?,Amitabh Bachchan,Shah Rukh Khan,Salman Khan,Dharmendra,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c4c,41,"Which Bollywood film features the song ""Kabhi Kabhi Mere Dil Mein""?",Kabhi Kabhie,Silsila,Muqaddar Ka Sikandar,Deewaar,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c4d,42,"Who directed the epic film ""Mughal-e-Azam""?",K. Asif,Guru Dutt,Raj Kapoor,Mehboob Khan,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c4e,43,"Which actor played the character 'Vijay Dinanath Chauhan' in ""Agneepath""?",Amitabh Bachchan,Hrithik Roshan,Akshay Kumar,Sanjay Dutt,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c4f,44,"Who was the lead actress in the film ""Mother India""?",Nargis,Madhubala,Meena Kumari,Nutan,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c50,45,Which Bollywood movie is based on the real-life story of wrestler Mahavir Singh Phogat?,Dangal,Sultan,Mary Kom,Chak De! India,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c51,46,Who is known as the 'Tragedy King' of Bollywood?,Dilip Kumar,Dev Anand,Rajesh Khanna,Raj Kapoor,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c52,47,"Which film features the famous dialogue ""Mere paas maa hai""?",Deewaar,Sholay,Amar Akbar Anthony,Zanjeer,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c53,48,"Who is the music director duo behind the soundtrack of ""Sholay""?",R.D. Burman,Laxmikant-Pyarelal,Jatin-Lalit,Nadeem-Shravan,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c54,49,"Who played the character of Bajirao in the film ""Bajirao Mastani""?",Ranveer Singh,Shahid Kapoor,Ranbir Kapoor,Hrithik Roshan,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c55,50,Which Bollywood film won the Best Foreign Language Film at the Academy Awards?,None,Lagaan,Mother India,Salaam Bombay!,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c56,51,What was the first Bollywood film to be released in theaters?,Raja Harishchandra,Alam Ara,Kisan Kanya,Sant Tukaram,true,false,false,false,India,Bollywood,Movies,Cinema,Hard
666388809d00580d4ad50c57,52,"Who choreographed the iconic song ""Ek Do Teen"" from ""Tezaab""?",Saroj Khan,Farah Khan,Vaibhavi Merchant,Remo D'Souza,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c58,53,"Which actress made her Bollywood debut with the film ""Parineeta""?",Vidya Balan,Priyanka Chopra,Deepika Padukone,Anushka Sharma,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c59,54,"Which Bollywood director is known for the films ""Dilwale Dulhania Le Jayenge"" and ""Kuch Kuch Hota Hai""?",Karan Johar,Aditya Chopra,Yash Chopra,Sanjay Leela Bhansali,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c5a,55,Which Bollywood actor is also known as the 'Khiladi'?,Akshay Kumar,Ajay Devgn,Suniel Shetty,John Abraham,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c5b,56,Which film features the character 'Gabbar Singh'?,Sholay,Deewaar,Don,Zanjeer,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c5c,57,Who was the first Indian actress to win an Oscar?,Bhanu Athaiya,Shabana Azmi,Priyanka Chopra,Smita Patil,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c5d,58,"Which Bollywood film is famous for the song ""Chaiyya Chaiyya""?",Dil Se,Taal,Rangeela,Dilwale,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c5e,59,"Who played the role of Munna Bhai in ""Munna Bhai M.B.B.S.""?",Sanjay Dutt,Salman Khan,Shah Rukh Khan,Aamir Khan,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c5f,60,Which is the highest-grossing Bollywood film of all time?,Dangal,Baahubali 2,PK,Sultan,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c60,61,Who is known as the 'King of Bollywood'?,Shah Rukh Khan,Salman Khan,Aamir Khan,Amitabh Bachchan,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c61,62,Which Bollywood actor is known as 'Mr. Perfectionist'?,Aamir Khan,Hrithik Roshan,Shah Rukh Khan,Ranbir Kapoor,true,false,false,false,India,Bollywood,Movies,Cinema,Easy
666388809d00580d4ad50c62,63,Who won the first Filmfare Award for Best Actor?,Dilip Kumar,Rajesh Khanna,Rajkumar,Raj Kapoor,true,false,false,false,India,Bollywood,Movies,Cinema,Medium
666388809d00580d4ad50c63,64,What is the longest river in India?,Ganges,Brahmaputra,Godavari,Yamuna,true,false,false,false,India,Geography,,,Medium
666388809d00580d4ad50c64,65,Which is the largest state in India by area?,Rajasthan,Madhya Pradesh,Maharashtra,Uttar Pradesh,true,false,false,false,India,Geography,,,Hard
666388809d00580d4ad50c65,66,Which Indian state has the longest coastline?,Gujarat,Tamil Nadu,Andhra Pradesh,Maharashtra,true,false,false,false,India,Geography,,,Hard
666388809d00580d4ad50c66,67,What is the highest peak in India?,Kangchenjunga,Nanda Devi,K2,Kamet,true,false,false,false,India,Geography,,,Easy
666388809d00580d4ad50c67,68,Which river is known as the 'Sorrow of Bihar'?,Kosi River,Ganga,Yamuna,Gandak,true,false,false,false,India,Geography,,,Medium
666388809d00580d4ad50c68,69,What is the capital of the Andaman and Nicobar Islands?,Port Blair,Daman,Lakshadweep,Silvassa,true,false,false,false,India,Geography,,,Easy
666388809d00580d4ad50c69,70,Which lake is the largest saltwater lake in India?,Chilika Lake,Sambhar Lake,Pulicat Lake,Loktak Lake,true,false,false,false,India,Geography,,,Medium
666388809d00580d4ad50c6a,71,What is the southernmost point of India called?,Indira Point,Kanyakumari,Cape Comorin,Kovalam,true,false,false,false,India,Geography,,,Hard
666388809d00580d4ad50c6b,72,Which state in India is known as the 'Land of Five Rivers'?,Punjab,Haryana,Himachal Pradesh,Uttar Pradesh,true,false,false,false,India,Geography,,,Medium
666388809d00580d4ad50c6c,73,Which is the largest desert in India?,Thar Desert,White Desert,Rann of Kutch,Ladakh Desert,true,false,false,false,India,Geography,,,Medium
666388809d00580d4ad50c6d,74,What is the name of the mountain range that runs parallel to the western coast of India?,Western Ghats,Eastern Ghats,Aravalli Range,Satpura Range,true,false,false,false,India,Geography,,,Medium
666388809d00580d4ad50c6e,75,"Which river forms the largest river island in the world, Majuli?",Brahmaputra River,Ganga,Godavari,Krishna,true,false,false,false,India,Geography,,,Hard
666388809d00580d4ad50c6f,76,What is the main mineral found in the mines of Jharkhand?,Coal,Iron,Bauxite,Copper,true,false,false,false,India,Geography,,,Hard
666388809d00580d4ad50c70,77,Which plateau is known as the 'Deccan Plateau'?,Southern Plateau of India,Malwa Plateau,Chota Nagpur Plateau,Meghalaya Plateau,true,false,false,false,India,Geography,,,Easy
666388809d00580d4ad50c71,78,What is the capital of Lakshadweep?,Kavaratti,Agatti,Minicoy,Amini,true,false,false,false,India,Geography,,,Easy
666388809d00580d4ad50c72,79,Which river is considered the lifeline of Madhya Pradesh and Gujarat?,Narmada River,Tapti,Godavari,Krishna,true,false,false,false,India,Geography,,,Medium
666388809d00580d4ad50c73,80,Which Indian state is famous for its backwaters?,Kerala,Tamil Nadu,Karnataka,Andhra Pradesh,true,false,false,false,India,Geography,,,Easy
666388809d00580d4ad50c74,81,What is the name of the pass that connects Srinagar to Leh?,Zoji La Pass,Rohtang Pass,Nathu La Pass,Shipki La Pass,true,false,false,false,India,Geography,,,Hard
666388809d00580d4ad50c75,82,Which Indian state is the leading producer of coffee?,Karnataka,Kerala,Tamil Nadu,Andhra Pradesh,true,false,false,false,India,Geography,,,Medium
666388809d00580d4ad50c76,83,What is the smallest state in India by area?,Goa,Sikkim,Mizoram,Tripura,true,false,false,false,India,Geography,,,Easy
666388809d00580d4ad50c77,84,Who was the first Indian woman to win an Olympic medal?,Karnam Malleswari,Mary Kom,P.T. Usha,Saina Nehwal,true,false,false,false,India,Sports,,,Medium
666388809d00580d4ad50c78,85,Which Indian cricketer is known as the 'Master Blaster'?,Sachin Tendulkar,Virat Kohli,Sunil Gavaskar,Kapil Dev,true,false,false,false,India,Sports,,,Easy
666388809d00580d4ad50c79,86,Who was the first Indian to win the All England Badminton Championship?,Prakash Padukone,Pullela Gopichand,Saina Nehwal,Kidambi Srikanth,true,false,false,false,India,Sports,,,Hard
666388809d00580d4ad50c7a,87,In which sport did Dhyan Chand excel?,Hockey,Cricket,Football,Tennis,true,false,false,false,India,Sports,,,Easy
666388809d00580d4ad50c7b,88,Who is the first Indian to win an individual gold medal at the Olympics?,Abhinav Bindra,Milkha Singh,Vijender Singh,Leander Paes,true,false,false,false,India,Sports,,,Hard
666388809d00580d4ad50c7c,89,Which Indian state is known for the traditional sport of 'Kabaddi'?,Haryana,Punjab,Maharashtra,Tamil Nadu,true,false,false,false,India,Sports,,,Medium
666388809d00580d4ad50c7d,90,Which Indian chess player became the World Chess Champion in 2000?,Viswanathan Anand,P. Harikrishna,Nihal Sarin,Koneru Humpy,true,false,false,false,India,Sports,,,Easy
666388809d00580d4ad50c7e,91,Who is known as the 'Flying Sikh' of India?,Milkha Singh,P.T. Usha,Anju Bobby George,Bhaag Milkha,true,false,false,false,India,Sports,,,Easy
666388809d00580d4ad50c7f,92,Who was the first Indian woman to become World No. 1 in badminton?,Saina Nehwal,P.V. Sindhu,Ashwini Ponnappa,Jwala Gutta,true,false,false,false,India,Sports,,,Easy
666388809d00580d4ad50c80,93,Which sport does Sunil Chhetri play?,Football,Cricket,Tennis,Hockey,true,false,false,false,India,Sports,,,Easy
666388809d00580d4ad50c81,94,Who is the first Indian gymnast to qualify for the Olympics?,Dipa Karmakar,Ashish Kumar,Aruna Reddy,Deepak Karmakar,true,false,false,false,India,Sports,,,Medium
666388809d00580d4ad50c82,95,Which Indian shooter has won the most gold medals in international competitions?,Jaspal Rana,Abhinav Bindra,Gagan Narang,Rajyavardhan Rathore,true,false,false,false,India,Sports,,,Medium
666388809d00580d4ad50c83,96,Who won India's first individual Olympic medal in wrestling?,K.D. Jadhav,Sushil Kumar,Yogeshwar Dutt,Bajrang Punia,true,false,false,false,India,Sports,,,Medium
666388809d00580d4ad50c84,97,Which Indian cricketer holds the record for the fastest century in ODIs?,Virat Kohli,Rohit Sharma,Kapil Dev,Mahendra Singh Dhoni,true,false,false,false,India,Sports,,,Easy
666388809d00580d4ad50c85,98,Who was the first Indian to win a Grand Slam tennis tournament?,Mahesh Bhupathi,Leander Paes,Sania Mirza,Rohan Bopanna,true,false,false,false,India,Sports,,,Medium
666388809d00580d4ad50c86,99,Which Indian athlete won a gold medal in the 800m race at the 2018 Asian Games?,Manjit Singh,Hima Das,Jinson Johnson,Dutee Chand,true,false,false,false,India,Sports,,,Hard
666388809d00580d4ad50c87,100,Which Indian footballer holds the record for the most international goals scored?,Sunil Chhetri,Bhaichung Bhutia,I.M. Vijayan,Gurpreet Singh Sandhu,true,false,false,false,India,Sports,,,Medium
666388809d00580d4ad50c88,101,Who is the first Indian woman to win a silver medal at the Olympics?,P.V. Sindhu,Mary Kom,Sakshi Malik,Karnam Malleswari,true,false,false,false,India,Sports,,,Hard
666388809d00580d4ad50c89,102,Which Indian tennis player is known as the 'Leaping Indian'?,Leander Paes,Mahesh Bhupathi,Vijay Amritraj,Ramesh Krishnan,true,false,false,false,India,Sports,,,Hard
666388809d00580d4ad50c8a,103,Who is the only Indian athlete to win a World Championship gold medal in track and field?,Neeraj Chopra,Anju Bobby George,Milkha Singh,P.T. Usha,true,false,false,false,India,Sports,,,Medium
666388809d00580d4ad50c8b,104,Which Indian company is the largest steel producer in the world?,Tata Steel,JSW Steel,SAIL,Bhushan Steel,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c8c,105,What is the primary industry of Infosys?,IT Services,Pharmaceutical,Automobile,FMCG,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c8d,106,Which Indian city is known as the 'Silicon Valley of India'?,Bangalore,Hyderabad,Chennai,Pune,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c8e,107,Who is the founder of Reliance Industries?,Dhirubhai Ambani,Mukesh Ambani,Anil Ambani,Ratan Tata,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c8f,108,Which company owns the 'Royal Enfield' brand?,Eicher Motors,Bajaj Auto,TVS Motors,Hero MotoCorp,true,false,false,false,India,Industry,Economy,,Hard
666388809d00580d4ad50c90,109,Which is the largest IT services company in India by revenue?,Tata Consultancy Services (TCS),Wipro,Infosys,HCL Technologies,true,false,false,false,India,Industry,Economy,,Medium
666388809d00580d4ad50c91,110,Who is the CEO of HCL Technologies as of 2024?,C. Vijayakumar,Shiv Nadar,Arvind Krishna,Sundar Pichai,true,false,false,false,India,Industry,Economy,,Hard
666388809d00580d4ad50c92,111,Which Indian company is the leading manufacturer of wind turbines?,Suzlon,BHEL,L&T,Adani Green Energy,true,false,false,false,India,Industry,Economy,,Hard
666388809d00580d4ad50c93,112,What is the main business of Hindustan Unilever Limited (HUL)?,FMCG,Textiles,IT Services,Real Estate,true,false,false,false,India,Industry,Economy,,Hard
666388809d00580d4ad50c94,113,Which Indian conglomerate owns Jaguar and Land Rover?,Tata Group,Mahindra & Mahindra,Bajaj Group,Reliance Group,true,false,false,false,India,Industry,Economy,,Medium
666388809d00580d4ad50c95,114,Which company is the largest producer of cement in India?,UltraTech Cement,Ambuja Cement,ACC Cement,Shree Cement,true,false,false,false,India,Industry,Economy,,Hard
666388809d00580d4ad50c96,115,Which Indian company is the leading producer of pharmaceutical products?,Sun Pharmaceutical,Cipla,Dr. Reddy's Laboratories,Lupin,true,false,false,false,India,Industry,Economy,,Hard
666388809d00580d4ad50c97,116,Which Indian company is the largest exporter of software?,Tata Consultancy Services (TCS),Infosys,Wipro,HCL Technologies,true,false,false,false,India,Industry,Economy,,Medium
666388809d00580d4ad50c98,117,What is the flagship airline of India?,Air India,IndiGo,Vistara,SpiceJet,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c99,118,Which Indian company is the largest private sector coal producer?,Adani Enterprises,Coal India,Reliance Power,Vedanta,true,false,false,false,India,Industry,Economy,,Medium
666388809d00580d4ad50c9a,119,Which Indian company is known for its luxury hotels and hospitality?,The Taj Group,Oberoi Hotels,ITC Hotels,Marriott International,true,false,false,false,India,Industry,Economy,,Medium
666388809d00580d4ad50c9b,120,Which Indian company is the largest mobile network operator by subscribers?,Reliance Jio,Airtel,Vodafone Idea,BSNL,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c9c,121,Who is the founder of the software giant Wipro?,Azim Premji,Narayana Murthy,Shiv Nadar,Nandan Nilekani,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c9d,122,Which Indian company is the largest two-wheeler manufacturer?,Hero MotoCorp,Bajaj Auto,TVS Motors,Royal Enfield,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c9e,123,Which Indian company is known for its financial and insurance services?,ICICI Bank,State Bank of India,HDFC Bank,Kotak Mahindra Bank,true,false,false,false,India,Industry,Economy,,Easy
666388809d00580d4ad50c9f,124,Who is known as the 'Nightingale of India'?,Lata Mangeshkar,Asha Bhosle,Shreya Ghoshal,Sunidhi Chauhan,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50ca0,125,Which musical instrument is Pandit Ravi Shankar famous for playing?,Sitar,Tabla,Flute,Violin,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50ca1,126,"Who composed the Indian national anthem, ""Jana Gana Mana""?",Rabindranath Tagore,Bankim Chandra Chatterjee,A.R. Rahman,C. Ramachandra,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50ca2,127,What is the classical dance form of Tamil Nadu?,Bharatanatyam,Kathak,Kuchipudi,Odissi,true,false,false,false,India,Music,,,Medium
666388809d00580d4ad50ca3,128,Who is known as the 'Mozart of Madras'?,A.R. Rahman,Ilaiyaraaja,M.S. Viswanathan,R.D. Burman,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50ca4,129,"Which Indian musician is known for the song ""Mile Sur Mera Tumhara""?",Bhimsen Joshi,Jagjit Singh,Hariharan,L. Subramaniam,true,false,false,false,India,Music,,,Medium
666388809d00580d4ad50ca5,130,Who was the first Indian to receive the Grammy Award?,Pandit Ravi Shankar,Zakir Hussain,A.R. Rahman,Anoushka Shankar,true,false,false,false,India,Music,,,Hard
666388809d00580d4ad50ca6,131,Which famous Indian playback singer was awarded the Bharat Ratna in 2001?,Lata Mangeshkar,Kishore Kumar,Mukesh,Manna Dey,true,false,false,false,India,Music,,,Medium
666388809d00580d4ad50ca7,132,What is the traditional percussion instrument used in Carnatic music?,Mridangam,Tabla,Dholak,Pakhawaj,true,false,false,false,India,Music,,,Hard
666388809d00580d4ad50ca8,133,Who is known as the 'Queen of Ghazals'?,Begum Akhtar,Farida Khanum,Noor Jehan,Suraiya,true,false,false,false,India,Music,,,Hard
666388809d00580d4ad50ca9,134,Which Bollywood composer duo were known as 'Shankar-Jaikishan'?,Shankar-Jaikishan,Laxmikant-Pyarelal,Kalyanji-Anandji,Jatin-Lalit,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50caa,135,"Who composed the music for the film ""Slumdog Millionaire""?",A.R. Rahman,Vishal-Shekhar,Pritam,Amit Trivedi,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50cab,136,Which Indian classical vocalist is known as the 'Emperor of Music'?,M.S. Subbulakshmi,T.M. Krishna,Balamuralikrishna,Bhimsen Joshi,true,false,false,false,India,Music,,,Medium
666388809d00580d4ad50cac,137,"Who sang the famous Bollywood song ""Kabhi Kabhi Mere Dil Mein""?",Mukesh,Kishore Kumar,Mohammad Rafi,Hemant Kumar,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50cad,138,"Which Indian state is renowned for its folk music and dance form, Garba?",Gujarat,Maharashtra,Rajasthan,Punjab,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50cae,139,Who is known as the 'Queen of Melody' in Indian playback singing?,Lata Mangeshkar,Asha Bhosle,Shreya Ghoshal,Alka Yagnik,true,false,false,false,India,Music,,,Easy
666388809d00580d4ad50caf,140,Which Indian musical instrument is Bismillah Khan associated with?,Shehnai,Tabla,Sitar,Sarangi,true,false,false,false,India,Music,,,Medium
666388809d00580d4ad50cb0,141,Which Raga is often played in the early morning?,Bhairav,Yaman,Hamsadhwani,Darbari Kanada,true,false,false,false,India,Music,,,Medium
666388809d00580d4ad50cb1,142,Who was the first Indian music director to win an Oscar?,A.R. Rahman,Ravi Shankar,Satyajit Ray,Zubin Mehta,true,false,false,false,India,Music,,,Medium
666388809d00580d4ad50cb2,143,Who is known as the 'Pandit' of Tabla?,Zakir Hussain,Alla Rakha,Anindo Chatterjee,Swapan Chaudhuri,true,false,false,false,India,Music,,,Medium
666388809d00580d4ad50cb3,144,Who is known as the 'Missile Man of India'?,A.P.J. Abdul Kalam,Homi Bhabha,Vikram Sarabhai,Satish Dhawan,true,false,false,false,India,FamousPersonalities,History,,Easy
666388809d00580d4ad50cb4,145,Who was the first woman to become the Prime Minister of India?,Indira Gandhi,Sarojini Naidu,Pratibha Patil,Sucheta Kriplani,true,false,false,false,India,FamousPersonalities,History,,Easy
666388809d00580d4ad50cb5,146,Which Indian industrialist founded the Tata Group?,Jamshedji Tata,Dhirubhai Ambani,Ratan Tata,Ghanshyam Das Birla,true,false,false,false,India,FamousPersonalities,History,,Easy
666388809d00580d4ad50cb6,147,Who is known as the 'Father of the Indian Nation'?,Mahatma Gandhi,Jawaharlal Nehru,Sardar Patel,B.R. Ambedkar,true,false,false,false,India,FamousPersonalities,History,,Easy
